Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
RibC	123436.4221	99065.76431	95091.85124	38688.20639	18328.59136	44817.78918	119876.1136	132511.7397	134427.418	81043.05031	73963.64492	63503.08762	154066.8208	90654.23733	133220.5526	63019.37345	86393.80136	81914.93791	170305.9138	110475.5762	173742.455	89335.0467	75402.79713	87696.54889
PapS	17029.33714	23610.89199	22050.73508	9746.558056	10238.0335	13050.12451	24866.49492	18233.02975	16313.77979	12882.77127	8967.589231	10661.66238	19296.2461	24949.78451	24949.67541	13152.69862	12965.23126	7847.365951	16828.89541	14196.75304	19186.41861	8718.236767	9146.60997	12041.43885
SAOUHSC_01710	11449.10479	9105.89315	8019.889339	14542.83005	9612.402273	16679.34684	14679.73199	11888.78116	3121.019554	64940.05176	51114.15296	56926.9941	4025.397378	1809.068402	2301.60285	10584.61725	9855.262179	8873.508268	16554.43132	NA	1160.91168	51927.24257	62044.1017	71766.83743
LipA	39496.45631	36628.28494	39376.03338	5752.766327	NA	5398.024792	69517.6234	77526.11908	84629.90206	15131.81635	8289.962695	12074.38903	38943.19548	26985.45394	33693.03512	3379.980767	4713.475749	5907.083407	66771.3865	48834.78385	68958.18333	11172.30203	14812.75678	13116.00984
TpiA	759543.665	947985.8342	870867.7214	492787.8401	389360.0498	592901.1117	807014.1066	786512.0834	885968.5289	462946.0753	447749.833	496569.0871	944115.1045	807103.6295	1007666.491	607924.228	710558.058	642571.4068	881087.783	630168.4961	786850.6786	400994.6511	390618.8219	415220.0595
PknB	8652.577548	15699.40378	8622.144469	9722.223585	10166.82123	12792.32881	16131.93454	13231.85951	14194.10835	14810.38249	11148.47977	13386.00885	6921.683141	10022.49981	8947.82146	11353.70886	8355.643097	4077.745397	13547.01999	12015.34679	14474.09126	12306.88287	13874.51313	11950.32288
Vga	13237.01809	14078.81788	12429.21844	5821.710225	9123.339108	7192.629875	11919.5295	14249.89506	12655.9329	9498.735549	7111.037014	8219.985238	14921.03228	12386.1145	14088.26096	7210.976299	9085.758426	6634.075771	13411.72412	10459.93186	13364.3184	6535.151822	6088.088899	7096.560059
SAOUHSC_00877	251109.6948	226362.0957	224161.0076	28380.69319	24682.96029	43258.09159	263987.8215	222598.3423	204966.1843	89499.99966	93744.60752	86392.79704	153686.6732	174363.0204	150127.9846	35152.38109	44930.03231	39020.98872	184374.1998	124853.144	159416.5617	74647.72398	83489.59772	79015.34114
SAOUHSC_02121	19568.91675	17345.57079	19621.37878	12005.7245	11671.19726	13592.484	26548.6091	25569.6015	33500.38833	45117.57959	37156.76221	43421.24146	16689.48469	13583.96255	16162.27708	11290.16415	17683.65894	16795.04299	29541.6475	19658.67194	30131.89067	44563.982	35598.35185	40409.81146
SAOUHSC_00296	NA	NA	5438.644724	4512.091528	NA	3664.477913	NA	6655.281602	8819.621222	20102.60227	24780.4009	20238.65961	NA	NA	NA	NA	4735.313792	7436.907637	7569.197826	NA	8594.242442	21581.65519	28965.82155	22356.25951
SAOUHSC_01815	82397.07872	54158.86833	56840.40948	51356.57748	69044.44037	63813.6095	41913.30085	33980.87364	36257.90741	51677.05494	63990.11362	54551.02996	78662.24025	34526.75769	51341.7964	42697.1208	47227.89142	117414.8168	30664.89263	24120.9473	23229.00854	70821.96821	55150.67865	45911.85228
BudA1	7734.583075	2828.655864	11964.70257	NA	NA	NA	34234.51493	38113.82078	50517.19594	26208.07677	30911.25734	18810.51676	6782.499108	NA	9988.558525	1371.54648	2716.878266	1746.258708	25108.96345	24010.77108	37430.0481	29760.32259	19120.76274	19218.15932
GltX	208847.2633	183568.8421	205718.8897	148500.3884	95455.28463	178865.4669	198215.2203	222726.2252	247676.3133	146389.5735	143807.259	154334.1003	217150.9169	145053.7461	170856.5317	146416.6761	172733.4366	192310.6045	243707.5502	190375.9437	242862.6238	143834.1001	130323.2445	145848.1269
SAOUHSC_01855	231470.0856	376265.4208	299457.975	649264.0861	823264.5122	730153.1205	537599.0007	448116.7907	244993.4138	590306.5024	653735.0587	604134.555	224970.7241	369874.8202	280350.2375	653923.9667	609284.1635	404025.0664	268319.9804	278405.7154	281117.8755	919371.921	661271.7202	599316.9964
ThrD	2317.51671	NA	NA	9159.481206	7273.355917	9607.343912	NA	NA	NA	8611.149936	NA	9935.190836	NA	1259.989984	3328.721089	9107.86076	8062.710769	13808.7409	NA	NA	3743.4491	5530.78345	9992.497618	12185.07801
SAOUHSC_00139	NA	NA	NA	28061.15144	31518.80745	37195.4778	2378.438718	NA	4597.302859	11076.88874	10727.71475	8709.66552	NA	NA	NA	14896.75888	19222.62182	26443.09621	10157.49805	1576.708912	5793.594095	20985.84965	15249.98544	17772.70469
PcrB	5437.551498	NA	6193.605112	NA	NA	NA	NA	3568.144218	11227.45863	12279.88551	8095.699451	11439.77918	21446.67598	5176.806229	7337.856895	NA	NA	6012.764852	6795.215175	NA	6300.39191	NA	7264.456386	9256.887565
SAOUHSC_02957	10459.0314	7722.344312	9844.760095	7898.854195	4037.0468	7087.998848	21322.91778	15711.58347	14932.6216	39113.66297	28245.58818	21962.36581	10178.80638	5087.184846	8313.422956	5090.351144	3787.987723	6329.350232	24714.1809	6254.053018	21502.77561	34099.7126	45259.8209	47812.65412
AccC	165546.2228	141067.7438	140236.0775	95354.68359	94340.74102	98785.01309	218010.1387	175425.0341	204723.3943	123448.1248	103354.2073	123744.9387	161982.0089	129644.0011	163093.7579	94794.72717	96525.91806	82740.82927	173732.8286	130861.6795	176357.3786	98556.50244	99674.7943	119275.7342
RplD	936661.8483	1186594.246	1106273.918	508390.2256	504672.8495	729968.8837	2155073.847	1995053.218	1912783.823	500554.0353	517573.4949	443306.3613	1022771.466	1079127.563	912583.9436	772093.9761	660029.9923	603417.5609	2410799.918	1551117.509	2156462.183	508811.0498	481100.7679	510719.4841
SAOUHSC_00891	513179.4386	680684.2917	676847.5848	358213.8062	246788.5768	482283.3963	339211.4402	510278.2048	709561.9783	579857.6377	571404.2448	565789.0464	616671.8476	419441.6516	567176.7336	280363.0266	348283.1507	419487.6818	569365.143	405452.4119	615440.5558	549481.108	618527.1715	626268.6152
SAOUHSC_02991	NA	NA	NA	4320.705967	NA	7765.542102	NA	NA	NA	36308.73273	27029.64816	36435.57886	NA	NA	NA	NA	NA	NA	NA	NA	NA	24650.64123	33544.93864	39983.98483
SufB	170309.3292	195382.8474	194167.0153	82787.09649	88588.55547	102159.697	257609.0036	267377.877	229594.5186	114017.0274	120775.9283	105549.1076	154123.6816	130446.676	145234.603	107429.7771	117523.9592	72467.03174	211200.4211	140487.4261	184400.776	102570.5627	93115.92599	101679.8042
SAOUHSC_00359	21737.68704	14836.92395	15773.84034	10484.08358	9477.752031	18196.41501	11460.98134	14741.36274	23211.11576	18009.6717	19252.94808	16842.83821	16479.96703	7217.248231	12515.50633	6627.518951	11566.50758	22310.04751	20899.83667	21253.98761	16670.66832	13093.6746	12434.58766	13262.28438
SAOUHSC_02406	9721.434766	10483.4602	9170.085067	8478.041646	6402.625706	13386.95272	14953.36403	12069.73022	15009.32943	26172.5278	26037.05654	25147.33937	7494.664665	6060.125976	8547.794453	10919.48561	11466.08026	9284.865593	12136.16556	9488.615001	14428.97743	21999.37756	21264.60994	22397.11101
SAOUHSC_00951	71249.17415	74256.83115	68355.31314	149263.2519	107493.0886	142043.6601	60955.46567	48121.22329	57421.02543	419356.2155	349089.8107	391559.6637	59207.58406	41289.94566	45718.91953	86199.90984	135276.3927	157371.429	76682.77739	39526.11467	39963.26568	407404.2069	302234.274	348980.7065
GlcA	39082.27151	42538.41562	50960.53737	15888.8106	9386.62223	18061.57012	71150.32765	71666.17946	64400.53546	55005.15512	48624.98539	54865.17212	35502.12619	26271.95521	34887.81254	19793.90675	27490.38567	26337.29153	54412.20058	42571.75758	58889.5977	44559.80741	52483.9407	49213.34077
RplC	1401148.96	1554525.939	1407484.325	721057.8311	690453.4503	845172.8807	1556542.75	1675551.634	1873268.235	678363.1648	617801.0701	600702.258	1400191.273	934763.2616	1439629.074	721370.6596	942370.9584	917025.8216	1819672.54	1531201.493	1879841.734	566570.7661	553430.311	738484.9221
VraS	2738.903784	8069.061761	2650.744735	NA	NA	NA	6243.111351	5875.221087	3786.175054	3153.371104	6316.409752	2767.634372	3764.281184	NA	4331.46779	6855.424536	1776.078763	NA	3534.801243	3545.056871	3721.414671	3340.472144	3148.06309	2738.540122
PurF	105354.0956	125095.9088	132784.6683	127560.3983	119891.7044	125714.6152	65951.24844	45065.81441	71690.14617	119679.6276	106219.0439	114763.6725	116028.1053	148252.8541	134600.9662	136675.2446	140809.3043	99332.44058	61101.82917	19279.97964	18551.77738	155973.0274	122950.386	136895.0171
SAOUHSC_02059	3131.255264	NA	1066.781741	1350.736234	NA	NA	NA	4657.351139	9736.891629	11380.98766	18834.02315	8445.39158	3816.649454	2679.931907	NA	NA	NA	12007.07641	9242.29463	5572.077825	11059.37441	14337.63182	12589.77364	7031.911038
SAOUHSC_00671	9378.292067	6874.807608	11794.65703	NA	NA	NA	12509.74229	9878.372085	7046.380106	NA	4743.808565	NA	NA	NA	4528.471782	NA	NA	NA	5357.764896	3776.339792	3558.936493	NA	NA	NA
SAOUHSC_02899	7492.801949	7261.534638	7194.039645	5322.56744	NA	7169.594435	14245.18768	15257.94752	19000.68508	64003.47054	76066.49958	56625.98311	9138.818218	5880.876319	10544.60093	4189.207374	9546.414683	15507.67651	17851.1039	9958.592203	15043.13964	49842.64969	59090.44617	55503.61095
SAOUHSC_01980	15088.83219	9375.234895	18803.99307	9389.239045	22953.61065	11600.68889	11004.90798	8645.181109	12909.40372	12633.77759	8539.807081	11006.75578	16867.84469	7132.440844	10328.84348	9967.81522	13353.69196	18567.21413	11700.10253	10700.98334	10731.79844	10923.25807	11998.23585	13262.12722
SAOUHSC_01872	8290.122218	24395.95992	10245.20083	NA	NA	NA	42121.51819	35549.89456	25834.18214	13232.29169	16326.44932	11547.43021	7405.808122	15973.99348	7812.717455	8802.801415	26335.69859	5312.470491	27121.11374	13976.5873	20765.79943	10186.11353	11003.19525	18446.94235
CcpA	63295.69263	73709.98358	77613.65264	44194.51653	44586.32062	49643.52661	108329.0853	104729.1393	91302.05713	82858.58861	71423.80259	67330.34628	48619.20384	49149.71627	62403.92344	50573.19259	56560.03607	47725.17834	81919.98546	77878.54902	76292.99437	86285.71363	63607.55798	78492.87198
GatA	301315.2936	250684.84	298676.2037	150685.5768	145075.4978	173537.8372	306996.5485	310510.3612	307536.0454	215233.6686	195683.5777	186437.596	272489.1317	228319.2671	270599.0636	181256.0029	223024.4119	230017.2993	292893.3227	268984.9778	316921.2762	212612.3852	188331.9815	207379.9769
AgrC	NA	NA	NA	NA	NA	NA	1840.018169	37272.54759	67978.27351	16927.55255	16718.20149	19640.61303	4087.889467	NA	71129.62028	5477.495529	NA	NA	54067.53914	NA	81883.50172	7241.83938	20439.98851	15214.22726
SAOUHSC_00237	7023.014903	2439.681421	5608.840953	1224.413178	NA	1973.502992	NA	NA	NA	NA	NA	NA	4729.971583	NA	2796.170385	1163.185889	3471.17044	5341.554714	NA	NA	NA	NA	NA	NA
TrmD	29666.3376	22820.08855	29287.31701	9965.163582	NA	6789.699562	26419.29487	40436.68044	64713.04104	27270.35134	21737.19597	25911.66944	31397.37283	15238.58742	16083.16855	2758.58145	6107.002447	28538.06688	45802.01079	38267.69507	42970.97741	13281.54462	17872.32732	28022.30795
RpsE	1287938.429	1404075.131	1314690.452	708798.9545	754115.1744	848031.6587	1977524.946	1499629.654	1440677.037	397108.8317	489677.5219	422455.9702	1017656.569	969140.6951	1082258.604	808832.1114	788200.2437	623094.0209	2258570.418	1406483.745	1855474.059	501254.8559	507345.0427	477724.2003
SAOUHSC_01107	68711.11618	67948.4285	87837.45402	66382.87207	75622.72425	104756.4393	49954.36228	43965.83091	46584.0714	49596.90856	48972.59628	51954.69978	68172.76053	51694.13531	69244.84698	74813.5291	76984.8689	71270.41133	55037.08589	41252.03958	57100.80305	55416.00594	55299.21693	55917.45557
MalA	17696.24019	22788.89502	22210.95257	NA	13393.37443	12286.27184	21761.76675	10833.54806	9554.391525	25611.67365	27533.00215	27640.76011	15608.05784	31366.76528	16214.78459	25263.91714	18723.19998	15291.90998	20302.67121	9230.721183	9852.825145	40985.59022	36803.11151	37485.27134
SAOUHSC_02737	7054.577522	6220.802161	11236.90932	7674.113453	6786.525193	9130.018083	22773.9843	28453.7094	21308.16477	13630.50598	12445.35446	13038.18286	7074.825157	NA	NA	12478.31665	16833.60545	14668.36009	16475.74923	18843.25955	16649.32367	9360.854774	9615.273454	12397.98605
SAOUHSC_02980	122756.1077	152911.0304	145439.8296	180099.8054	181071.4513	214853.4073	146315.4146	137493.3545	78687.24849	139190.7976	150669.2423	103076.0157	106067.7734	105946.6299	92085.90229	259129.0447	223842.3704	154102.3782	96894.87034	65113.02434	71452.00907	240987.4744	148449.9277	141440.3071
Ldh1	56838.75613	56185.68152	56128.08535	21942.46055	39377.15287	29729.61253	142804.7071	152991.5558	53219.42938	13424.04692	15659.05245	16177.77276	58086.35074	67885.70448	56998.19309	38366.49372	37695.19343	29353.61472	112143.1036	83973.71676	98493.83683	33459.77325	37200.58126	22775.53866
CysK	145706.1088	151077.3884	156708.7517	224959.6344	204534.2631	339653.5214	218756.0179	221825.3736	209790.6386	284860.1147	276793.2404	279169.2835	185438.1675	122841.4911	185742.7527	184828.6338	294992.987	315494.884	382856.6744	294104.7925	482168.2834	391657.7874	394861.2582	404096.0981
SAOUHSC_02599	18597.46343	19638.6212	22253.72096	29611.03677	26230.70907	24964.42862	14314.36758	15491.92031	12723.4723	18833.22278	9533.280392	7111.199815	27854.8944	45600.4298	37934.17752	22059.19666	25281.84763	29598.53788	30701.92467	20591.32547	26934.30515	21897.5449	19612.33726	19874.73075
SAOUHSC_00455	9155.075766	9921.124933	11062.94733	NA	NA	1114.091484	23295.84964	22216.82961	16526.6874	35305.17919	13957.75752	29418.96318	12618.05136	13474.8344	10324.00815	3116.058279	NA	NA	21650.18523	11695.57074	21047.17573	18688.84604	11287.1002	18099.99192
QoxB	5134.618235	45665.10105	NA	1834.399479	21087.95312	NA	128476.8745	43618.84024	42941.36891	68953.65811	26406.18411	58005.41258	3840.685572	NA	NA	16854.10579	NA	1041.751188	32414.63216	NA	13417.02085	27988.37147	34385.59461	40267.92071
FmhB	115277.526	66412.65028	85665.09055	59363.78096	42544.2168	55034.46648	112375.7662	120960.9235	119390.2414	78838.19697	79988.68969	62089.96305	86817.91298	81834.55483	84879.93271	58592.60795	49955.41886	73493.68278	130553.286	109383.8667	107472.5364	74460.10145	77046.6741	68821.10233
Smc	21162.25595	20731.85435	19541.48243	9476.916026	13666.97882	15212.02091	37322.75448	33193.48884	29580.54732	15323.68159	16197.16072	16004.13689	23054.81474	21853.88465	21267.99025	12803.34133	15524.8709	12227.29457	31966.70006	25348.23532	33463.49538	16566.91572	14540.97576	15016.91552
SdrC	6187.65363	5375.49189	5374.137442	2592.562332	NA	2290.160822	2854.801125	2913.481988	2629.48487	3244.786123	2710.760056	2998.393498	4060.900524	2630.785136	2670.502321	1128.217534	1448.475632	1843.990994	2441.181043	2342.465779	3153.477164	NA	841.7010068	NA
SAOUHSC_01854	66378.37817	49782.93753	55270.0765	170285.6317	199987.0583	215378.0962	45196.11371	51672.53484	58114.7905	123560.4066	109854.844	117346.3013	68773.32624	61173.9009	71996.25854	167673.5925	149439.5421	131663.5779	55598.4039	40941.55214	54122.82645	109169.3154	107880.2168	124337.8418
Cdd	14088.37763	7806.452783	9048.668947	2143.568072	768.3458405	1752.038898	8589.902855	9993.352738	13457.06052	15061.98351	9754.734024	12190.6107	15428.06055	16453.95194	11206.69583	1678.930696	3697.66416	6444.030778	15373.68418	7855.972108	10125.02903	13339.75589	11676.59833	16719.74782
Thl	160631.5844	144413.2365	166772.1651	107686.0551	95819.61312	103122.9422	192749.8755	147060.6389	167534.3498	176234.233	162180.0357	165904.9057	193604.7854	160470.7987	124222.0447	111120.6514	118852.6161	148115.235	153000.6181	182409.744	196865.2395	174088.4087	196476.1325	208298.2326
SAOUHSC_01091	110507.336	141443.8686	137445.1349	97128.85932	70318.62644	114047.1468	97752.2917	87556.10626	81962.01625	92034.34674	80762.36015	63860.21055	163699.0605	134144.7262	144482.5287	180937.7699	120654.4166	76257.9933	91706.55967	69261.33586	84962.27628	91880.47513	92377.77606	78994.33974
FapR	15385.31702	15916.94881	14664.37385	6310.195687	8098.57919	5570.939741	19464.43773	24617.70407	26906.85884	13456.6408	12123.01921	12890.03256	22528.00028	13362.80909	12611.7276	14442.58268	8094.067157	10085.78916	21754.99607	16202.42704	24016.18062	9313.472328	7877.728838	9970.041342
PurA	342824.118	443792.069	420332.8697	181629.033	203806.1955	198156.3262	163036.2817	145545.7451	144504.4112	196963.8762	190588.1042	177856.969	352052.5704	366326.6538	298169.3612	244800.7041	222941.1726	180996.767	150961.7192	114421.6024	118641.1686	183129.4653	169717.3357	161589.8681
TrkA	15568.23877	19270.30028	21677.71928	16984.44699	10490.19197	14853.90913	20734.40585	18504.51604	18680.3325	10370.05758	17367.99807	11016.917	9190.286176	14022.95132	6038.910886	12415.2545	11867.24833	7606.606878	14098.46571	14594.75911	15564.34982	25557.0731	19345.76708	12172.40096
GcvT	128836.8081	129514.9206	142788.2482	132083.2772	71326.81048	82930.38874	115944.441	74736.85438	66224.75899	159544.4339	167259.1163	174882.7297	120171.356	91672.05776	112727.1287	87157.69099	92941.16488	80754.11096	84464.58582	55150.36159	64049.68695	163549.1472	166375.4071	188752.2639
SAOUHSC_00875	38509.50059	32247.56926	36881.50526	21637.41075	22346.11179	33519.52688	38074.19891	27288.49795	33256.01396	75989.84873	63261.31548	69542.97868	43903.03848	34248.80402	46104.64262	25290.76722	20029.72792	25911.97479	29551.33669	24522.22633	31037.58382	59104.62033	64290.15515	83510.30694
SAOUHSC_01610	82140.41145	65084.69945	94731.52344	34449.61153	20281.97648	38213.98071	67027.108	58219.35524	72696.08459	65960.61755	54408.71016	56866.65814	69524.73148	49077.46882	53240.63465	29543.55868	23133.01956	31878.4984	45575.53038	46728.01252	56223.4743	45801.7502	42523.81773	46212.84732
SAOUHSC_00543	256461.7671	176913.409	195050.0461	223845.0998	242813.46	233332.0329	194839.9277	202068.9308	195949.5414	161925.9801	174355.1518	154713.8622	154510.8785	166173.1201	164801.135	175499.6716	303583.2635	481712.4708	328199.504	246107.9007	198338.3578	193954.7819	181454.7418	143806.4462
Prs	198519.6441	163091.5952	200633.3285	105962.1383	78722.79711	140566.777	265072.8235	201380.4625	183858.3343	165056.5125	135627.0926	182575.9328	143265.7373	141866.4366	153230.4785	96103.9712	123529.8208	94517.6639	228321.0265	173453.9675	190184.7223	183736.3214	122927.3088	134276.6315
MutL	19644.24286	40162.60112	13461.90219	7418.425632	9782.797197	14937.74053	21031.28446	11774.59134	19564.26846	10974.47985	10685.25945	11522.50562	13736.88557	9754.119296	40115.92624	22566.85639	26192.99007	13685.47966	20323.82456	11272.35541	17450.29334	25744.55046	10858.06732	10546.69394
DnaC	33618.58167	34745.92761	36939.8779	19364.12622	20489.8487	25238.91221	45021.31628	43398.84024	34698.15108	20318.50002	25042.50725	17779.63717	31154.98306	31783.668	31762.42665	21290.81853	21729.22886	19861.13857	36936.79522	25286.81868	36023.09754	25395.81696	20040.50516	22516.6721
SAOUHSC_00827	5093.72903	NA	NA	NA	NA	NA	5094.525835	NA	NA	14781.5383	14559.25139	13553.1979	13017.69648	NA	20641.86185	NA	NA	NA	7197.975218	NA	3825.125765	16097.07977	16026.84531	19269.04008
AtpG	272135.445	228698.1684	247789.6662	164517.4332	157612.0343	167149.8623	403549.6393	316623.2547	326579.5181	244924.8668	229128.4287	231514.2472	252545.9399	234941.4471	191101.7945	164828.9249	191779.5964	169459.6295	297884.3666	250282.9518	261845.9891	241183.5126	246199.8583	226372.5846
